Name	County	Location	AcresBurned	Year	Month	Extinguished	Started
Mustang Fire	San Luis Obispo	Paso Robles Rd &amp; Adelaida Rd, west of Paso Robles	37	2018	7	1/4/19	7/21/18
Heart Fire	Mendocino	Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County) 	67	2018	7	1/4/19	7/21/18
Cinnamon Fire	San Diego	Old Julian Way &amp; Cinnamon Rock Rd, east of Ramona	13	2018	7	1/4/19	7/20/18
Highland Fire	Shasta	Highland Ridge Rd &amp; Trinity Mt Rd, French Gulch	63	2018	7	1/4/19	7/20/18
Windmill Fire	Santa Barbara	Highway 246, west of Buellton	110	2018	7	1/4/19	7/20/18
Simmons Fire	Butte	Off Highway 162 &amp; Simmons Rd, Lake Oroville	43	2018	7	1/4/19	7/19/18
Ben Fire	Mariposa	Ben Hur Rd &amp; Preston Rd, south of Ben Hur	40	2018	7	1/4/19	7/19/18
Skyline Fire	Riverside	off Skyline Drive and Burrero Way, in an unincorporated county area west of Corona Cit	282	2018	7	1/4/19	7/19/18
Horse Creek Fire	Tulare	Mineral King Rd, Ash Mountain area	34	2018	7	1/4/19	7/19/18
Cruces Fire	Santa Barbara	off Highway 1 and Highway 101, North of Gaviota	77	2018	7	1/4/19	7/18/18
Eighty Eight Fire	Yolo	off County Road 88 and County Road 29, north of Winters	822	2018	7	1/4/19	7/18/18
Camp Fire	San Luis Obispo	off Gage Irving Road, South Lake Nacimiento	14	2018	7	1/4/19	7/17/18
Border Fire	San Diego	north of the Meixcan border and east of the Otay port of entry	28	2018	7	1/4/19	7/17/18
Lott Fire	Siskiyou	off Lott Rd and Bunny Ln, 15 miles north of Weed 	10	2018	7	1/4/19	7/17/18
Steamboat Fire	Siskiyou	Shasta Valley Wildlife Area, 4 miles south east of Montague 	224	2018	7	1/4/19	7/15/18
3-10 Fire	Lassen	Hwy 299 E and Little Valley Rd, Dixie Valley Peak, 16 miles east of Fall River Mills	56	2018	7	1/4/19	7/15/18
Johnson Fire	Humboldt	Highway 169 in Pecwan	16	2018	7	1/4/19	7/15/18
3-18 Fire	Lassen	Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber	32	2018	7	1/4/19	7/15/18
3-16 Fire	Lassen	near Little Valley	89	2018	7	1/4/19	7/15/18
Tuscan Fire	Tehama	Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake	50	2018	7	1/4/19	7/15/18
Natchez Fire		southeast of Cave Junction, OR	38134	2018	7	1/4/19	7/15/18
Lariat Fire	Tehama	off Oakridge Rd &amp; Horseshoe Dr, Rancho Tehama, southwest of Red Bluff	33	2018	7	1/4/19	7/14/18
Kelley Fire	Modoc	off Hwy 299 E &amp; County Rd 74, west of Devils Garden Conservation Camp	52	2018	7	1/4/19	7/14/18
3-2 Fire	Lassen	off Homestead Ranch Road, southeast of Doyle 	14	2018	7	1/4/19	7/14/18
Eagle Fire	Modoc	County Rd 40/ County Rd1, South West of Eagleville	2100	2018	7	1/4/19	7/13/18
Gray Fire	San Bernardino	Muscoy	12	2018	7	1/4/19	7/13/18
Ferguson Fire	Mariposa	Highway 140 and Hite Cove, near El Portal	96901	2018	7	1/4/19	7/13/18
Stoney Fire	Butte	Bidwell Park, Upper Park Rd, Chico	962	2018	7	1/4/19	7/12/18
Idria Fire	San Benito	Panoche Rd and New Idria Rd, west of San Joaquin	116	2018	7	1/4/19	7/12/18
Panoche Fire	San Benito	off Panoche Road, 2 miles north of CAL FIRE Antelope Station, southeast of Hollister	278	2018	7	1/4/19	7/11/18
School Fire	Madera	in the area of Road 230 and Road 225, North Fork	12	2018	7	1/4/19	7/10/18
Dark Fire	Butte	south of Rich Gulch, near Lake Oroville	11	2018	7	1/4/19	7/10/18
Curie Fire	Santa Clara	Curie Dr and San Ignacio Ave, southeast of San Jose	70	2018	7	1/4/19	7/10/18
Hale Fire	Santa Clara	at Hale Ave and Monterey St. in Morgan Hill 	51	2018	7	1/4/19	7/10/18
James Loop Fire		Jacks Valley Rd and James Canyon Loop, 7 miles northwest of Minden Nevada 	280	2018	7	1/4/19	7/9/18
Cornerstone Fire	Madera	Cornerstone Court, Yosemite Lakes	11	2018	7	1/4/19	7/9/18
Spring 2 Fire	Lake	Pawnee Dr. and New Long Valley Dr., northeast of Clearlake 	80	2018	7	1/4/19	7/9/18
Dale Fire	Tehama	off Hwy 36 and Manton Rd, 10 miles NE of Red Bluff 	856	2018	7	1/4/19	7/9/18
Lebec Fire	Kern	off Lebec Road and Lebec Oaks Road, North of Lebec	62	2018	7	1/4/19	7/8/18
Georges Fire	Inyo	off Hogback and Whitney Portal Road, Alabama Hills	2883	2018	7	1/4/19	7/8/18
Vista Fire	Shasta	off Hwy 299 E and Deschutes Rd, Bella Vista	31	2018	7	1/4/19	7/8/18
Bruce Fire	Contra Costa	off Bruce Lane and Joseph Lane, east of San Ramon	56	2018	7	1/4/19	7/8/18
Grant Fire	Alameda	off I580 and Grantline Rd, Altamont Area	480	2018	7	1/4/19	7/8/18
West Fire	San Diego	off I-8 &amp; West Willows Rd, Community of Alpine	504	2018	7	1/4/19	7/6/18
Building Fire	San Diego	off Highway 94 and Community Building Road near Dulzura	10	2018	7	1/4/19	7/6/18
Irish Fire	Amador	off Irish Ridge Road and Carbondale Road, southeast of Plymouth	825	2018	7	1/4/19	7/6/18
Valley Fire	San Bernardino	Valley of the Falls Dr &amp; Service Road 1S08	1350	2018	7	1/4/19	7/6/18
Holiday Fire	Santa Barbara	off north Fairview Ave and Holiday Hill Road, City of Goleta	113	2018	7	1/4/19	7/6/18
Bridle Fire	Santa Clara	off Bridal Path Drive and Butch Drive, east of Gilroy	116	2018	7	1/4/19	7/6/18
Box Fire	San Bernardino	off Interstate 15 and Kenwood Ave, north of San Bernardino	100	2018	7	1/4/19	7/6/18
Peach Fire 	Mendocino	off Peachland Road and Highway 128, north of the Community of Boonville	90	2018	7	1/4/19	7/5/18
Klamathon Fire	Siskiyou	off Klamathon Road and Copco Road, south of Hornbrook	38008	2018	7	1/4/19	7/5/18
Stony Fire	Colusa	off Stonyford Road and Lake Park, west of Maxwell   	75	2018	7	1/4/19	7/4/18
Par Fire	Butte	off Par Four Way and Highway 162, west of the City of Oroville 	191	2018	7	1/4/19	7/4/18
Benton Fire	Riverside	off Benton Road and Crams Corner Drive in Anza	63	2018	7	1/4/19	7/4/18
Shingle Fire	El Dorado	off South Shingle Road and Latrobe Road, west of Latrobe	316	2018	7	1/4/19	7/4/18
Buckingham Fire	Contra Costa	Buckingham Dr and Moraga Rd, southwest of Walnut Creek 	45	2018	7	1/4/19	7/2/18
Petersburg Fire	Siskiyou	Petersburg and Caribou Creek Rd 3 MI SW of Cecilville	215	2018	7	1/4/19	7/1/18
Creek Fire	San Bernardino	Hwy 330 and Old City Creek Rd, Community of Running Springs	33	2018	6	1/4/19	6/30/18
County Fire	Napa, Yolo	east of Lake Berryessa	90000	2018	6	1/4/19	6/30/18
Sheep Fire	Kern	Comanche Point Rd, 3 miles south of Arvin	95	2018	6	1/4/19	6/29/18
Waverly Fire	San Joaquin	off North Waverly Road and North Shelton Road, east of Linden	11789	2018	6	1/4/19	6/29/18
Llano Fire	Butte	at the Llano Seco Ranch, south of Chico	10	2018	6	1/4/19	6/29/18
Grant Fire	Sacramento	off Grant Line Rd and White Rock Rd, southwest of Folsom	30	2018	6	1/4/19	6/29/18
Valley Fire	Contra Costa	Ygnaciao Valley Road and Cowell Road, Concord	268	2018	6	1/4/19	6/29/18
Tesla Fire	Santa Clara	Tesla Road and Reuss Road, east of Livermore	70	2018	6	1/4/19	6/29/18
Flat Fire	Trinity	Reading Creek Road, SE of Douglas City	300	2018	6	1/4/19	6/28/18
Anchor Fire	Fresno	Anchor Ave and Hills Valley Rd, north of Orange Cove	76	2018	6	1/4/19	6/27/18
Hyatt Fire	Lassen	Hyatt Ln and Standish Buntingville Rd, 5 miles east of Janesville	383	2018	6	1/4/19	6/27/18
Cherry Fire	Siskiyou	Cherry Maple Road Klamath River, NW of Yreka, Klamath National Forest	63	2018	6	1/4/19	6/27/18
San Ardo	Monterey	Sargents Canyon and Deadman Gulch, San Ardo Oil Fields	375	2018	6	6/21/19	6/26/18
Shippee Fire	Butte	Midway Road and Esquon Road , 4 miles SE  of Durham	460	2018	6	1/4/19	6/26/18
Fox Fire	San Luis Obispo	Camp San Luis Obispo Range Echo, 3 miles NW of San Luis Obispo	260	2018	6	1/4/19	6/26/18
Creek Fire	Shasta	Clear Creek Rd &amp; American Rd, west of Redding	1678	2018	6	1/4/19	6/24/18
Flat Fire	Tuolumne	Hwy 49 &amp; Marshes Flat Rd, in the Community of Moccasin 	163	2018	6	1/4/19	6/24/18
Horse Fire	Calaveras	Horseshoe Rd &amp; Stagecoach Dr, near Copperopolis	80	2018	6	1/4/19	6/24/18
Romero Fire	Merced	Hwy 152 &amp; Lower Cottonwood, west of Los Banos	68	2018	6	1/4/19	6/24/18
Bascom Fire	Shasta	Off Bascom Rd &amp; Hwy 44, in Millville	328	2018	6	1/4/19	6/23/18
Lane Fire	Tehama	Off Hwy 36 in Paynes Creek	3392	2018	6	1/4/19	6/23/18
Sierra Fire	Tehama	Off Casale Rd &amp; Reading Rd, south of Red Bluff	170	2018	6	1/4/19	6/23/18
Stoll Fire	Tehama	Stoll Rd &amp; Baker Rd, west of Red Bluff	268	2018	6	1/4/19	6/23/18
Pawnee Fire	Lake	Pawnee Rd &amp; New Long Valley Rd, northeast of Clearlake Oaks 	15180	2018	6	1/4/19	6/23/18
Canyon Fire	Los Angeles	North of Lake Piru	62	2018	6	1/4/19	6/23/18
Creek Fire	San Luis Obispo	Suey Creek Road &amp; Crystal Springs, east of Nipomo	10	2018	6	1/4/19	6/21/18
Yankee Fire	San Luis Obispo	E. Perimeter Rd, Yankee training area, Camp Roberts Military Reservation	1500	2018	6	1/4/19	6/20/18
Iron Fire	Contra Costa	off Montbretia Way and Ironwood, East of San Ramon	40	2018	6	1/4/19	6/19/18
Ranchita Fire	Monterey	Ranchita Canyon Road, southwest of the town of Parkfield	10	2018	6	1/4/19	6/19/18
Wheeler Fire	Mariposa	Wheeler Gulch &amp; Hwy 49 South, southwest of Coulterville	115	2018	6	1/4/19	6/18/18
China Fire	Amador	off China Gulch Road and Comanche Parkway North, Jackson Valley	17	2018	6	1/4/19	6/17/18
Upper Colony Fire		off Upper Colony Road, Smith Valley, East of Hwy 395, Nevada	1202	2018	6	1/4/19	6/17/18
Vallecitos Fire	Alameda	off Vallecitos Road and Little Valley, south of Livermore	20	2018	6	1/4/19	6/17/18
Dinosaur Fire	Merced	off Dinosaur Road and Highway 152, Santa Nella	185	2018	6	1/4/19	6/17/18
Oregon Fire	Butte	off Oregon Gulch Road, near View Lane, North of Oroville	40	2018	6	1/4/19	6/16/18
Creek Fire	Lake	off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake	32	2018	6	1/4/19	6/16/18
Willow Fire	Contra Costa	off Willow Pass Road at Evora Road, Baypoint	25	2018	6	1/4/19	6/16/18
Planada Fire	Merced	off Doug Road and Bonner Road, north of the community of Planada	4563	2018	6	1/4/19	6/15/18
Raymond Fire	Madera	off Road 407 and Road 600, Community of Raymond	60	2018	6	1/4/19	6/15/18
Boyer Fire	Mariposa	off Boyer Road and Fox Hollow Lane, Community of Bootjack	53	2018	6	1/4/19	6/15/18
Bridle Fire	Riverside	off Crazy Horse Canyon Drive and Bridle Trail Road, Community of Aguanga	20	2018	6	1/4/19	6/14/18
70 Fire	Butte	off Highway 70 at Table Mountain Road, north of Oroville	20	2018	6	1/4/19	6/14/18
Creston FIre	San Luis Obispo	off Creston Road, east of Paso Robles	60	2018	6	1/4/19	6/14/18
Tumbleweed Fire	Lassen	off Highway 395 Southeast of Litchfield, East of Susanville	646	2018	6	1/4/19	6/14/18
Vista Fire	San Luis Obispo	off Buena Vista Road, north of Paso Robles	60	2018	6	1/4/19	6/13/18
Spring Fire	Tehama	off Spring Branch Road and Jellys Ferry Road, northeast of Red Bluff	70	2018	6	1/4/19	6/13/18
Beaver Fire	San Benito	off Coalinga Highway and Airline Highway, East of King City	215	2018	6	1/4/19	6/12/18
Euclid Fire	Riverside	off Highway 71 south of Euclid Avenue in Chino	154	2018	6	1/4/19	6/12/18
Portola Fire 	Los Angeles	off Westwanda Drive and Benedict Canyon Drive	20	2018	6	1/4/19	6/12/18
Liberty Fire	San Joaquin	off East Liberty Road 	62	2018	6	1/4/19	6/11/18
Santiago Fire	Orange	off Highway 241 and Santiago Canyon Road	155	2018	6	1/4/19	6/11/18
Lions Fire	Madera	near the Lion Point area in the Ansel Adams Wilderness	4064	2018	6	1/4/19	6/11/18
Apple Fire	Tehama	Off Apple Rd &amp; Paskenta Rd, west of Corning	2956	2018	6	1/4/19	6/9/18
Chrome Fire	Glenn	Hwy 162 and Forest Hwy 7, north of Elk Creek	2290	2018	6	1/4/19	6/9/18
Mission Fire	Marin	Mission Avenue and C Street, City of San Rafael	12	2018	6	1/4/19	6/9/18
South Fire	Los Angeles	I-5 and Calgrove Blvd, Santa Clarita	175	2018	6	1/4/19	6/9/18
Sam Fire	Monterey	Sam Jones and Jolon Rd, Fort Hunter Liggett 	96	2018	6	1/4/19	6/9/18
Bear Fire	Merced	Cunningham Road and Hwy 140, Planda	200	2018	6	1/4/19	6/7/18
Recycle Fire	San Diego	Off Hwy 94 and Campo Truck Trail, Campo	265	2018	6	1/4/19	6/6/18
Pallet Fire	Sonoma	Hwy 12 and Broadway, Schellville 	10	2018	6	1/4/19	6/5/18
Vista Fire	San Diego	Vista Del Lago/Via Ranchitos, Fallbrook	12	2018	6	1/4/19	6/5/18
Stone Fire	Los Angeles	off Anthony Road and Hierba Road, North of Agua Dulce	1352	2018	6	1/4/19	6/4/18
Meamber Fire	Siskiyou	Meamber Creek Road, 8 miles west of Fort Jones	12	2018	6	1/4/19	6/4/18
Airline Fire	San Benito	Coalinga and Airline Highway	1314	2018	6	1/4/19	6/4/18
Eastern Fire	San Benito	Coalinga Road, east of Bitterwater 	513	2018	6	1/4/19	6/4/18
ONeals Fire	Madera	Road 210 and Road 200, Oneal	300	2018	6	1/4/19	6/4/18
Panoche Fire	San Benito	Panoche Road, north of San Benito	64	2018	6	1/4/19	6/4/18
Black Fire	Tehama	Black Butte Lake and Newville Road west of Orland	10	2018	6	1/4/19	6/3/18
Grande Fire	Riverside	Vuelta Grande Rd and Carancho Rd, Community of De Luz	11	2018	6	1/4/19	6/3/18
Ethanac Fire	Riverside	Highway 74 and Ethanac Rd, City of Perris	17	2018	6	1/4/19	6/3/18
Fairview Fire	San Benito	Fairview Rd and John Smith Rd, City of Hollister	35	2018	6	1/4/19	6/3/18
Resort Fire	San Luis Obispo	Lake Nacimiento, 10 miles west of Paso Robles	12	2018	6	1/4/19	6/3/18
Martin Fire	Siskiyou	Martin Dr. and Stanton Drive, NE of Lake Shastina	37	2018	6	1/4/19	6/3/18
Adobe Fire	San Diego	I-8 and College Ave, San Diego City	38	2018	6	1/4/19	6/3/18
Green Fire	San Diego	Greenwick Rd and Brabham St, Community of Rancho San Diego	10	2018	6	1/4/19	6/3/18
Glen Fire	Contra Costa	Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg	23	2018	6	1/4/19	6/2/18
Aliso Fire	Orange	Aliso Woods Canyon Park, Community of Aliso Viejo	175	2018	6	1/4/19	6/2/18
Jardin Fire	Riverside	Calle Jardin  and Calle Uva, Temecula	10	2018	6	1/4/19	6/2/18
Coldwell Fire	Fresno	Hwy 198 and Coldwell Ln, 10 miles west of Coalinga	13	2018	6	1/4/19	6/2/18
Madison FIre	Yolo	County Road 25 and County Road 86A, community of Madison north of Winters       	14	2018	6	1/4/19	6/1/18
Open Fire	Glenn	Open Ridge, NW of Dry Creek Hill, 11 miles SW of Elk Creek	127	2018	6	1/4/19	6/1/18
Plymire Fire	Tehama	Plymire Rd and Deer Valley Rd, West of Red Bluff 	23	2018	6	1/4/19	6/1/18
Grant Fire	Alameda	near Grant Line Rd and Mountain House Rd, Altamont Area 	484	2018	5	1/4/19	5/30/18
Stuhr Fire	Stanislaus	Interstate 5 and Stuhr Rd, South of Patterson	63	2018	5	1/4/19	5/29/18
Vineyard Fire	San Luis Obispo	Estrella Rd and Airport Rd, North of Paso Robles	25	2018	5	1/4/19	5/29/18
70th Fire	Riverside	Highway 86 Expressway and Avenue 70, Thermal	10	2018	5	1/4/19	5/28/18
Chrome Fire	Glenn	Hwy 162 and Forest Hwy 7, northwest of Elk Creek	75	2018	5	1/4/19	5/28/18
Keeler Fire	Santa Clara	Keeler Court and Santa Teresa Blvd., south of San Jose	16	2018	5	1/4/19	5/27/18
Cobble Fire	Fresno	Cobblestone Lane and Thernal Road, Tivy Valley	108	2018	5	1/4/19	5/26/18
Water Fire	San Luis Obispo	Bitterwater Rd and Bitterwater Canyon Rd, California Valley Area	100	2018	5	1/4/19	5/24/18
Experimental Fire	Madera	Off Hwy 41 &amp; Rd 406, south of ONeals	56	2018	5	1/4/19	5/23/18
Agua Fire	San Diego	Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15	59	2018	5	1/4/19	5/22/18
Bellagio Fire	Napa	American Canyon Rd, East of American Canyon	12	2018	5	1/4/19	5/21/18
Plaza Fire	Merced	off Highway 33 and south of Highway 152	88	2018	5	1/4/19	5/20/18
Ager Fire	Siskiyou	off Ager Road, northeast of Montague	27	2018	5	1/4/19	5/19/18
White Fire	Tulare	off Road 272 and Avenue 2, east of Delano	26	2018	5	1/4/19	5/18/18
Jelly Fire	Tehama	Off Jellysferry Rd, north of Red Bluff	103	2018	5	1/4/19	5/18/18
Patterson Fire	Riverside	off Rawson Road and Royal Netherlands Road, south of Winchester	1261	2018	5	1/4/19	5/17/18
Happy Fire	Santa Barbara	Alisos Canyon Rd, Santa Ynez, north of Santa Barbara 	60	2018	5	1/4/19	5/17/18
Grant Fire	Alameda	Grant Line Road and I-580, east of Livermore	12	2018	5	1/4/19	5/14/18
Volcan Fire	San Diego	Volcan Road and Farmer Road, north of the community of Julian	12	2018	5	1/4/19	5/10/18
Shastina Fire	Siskiyou	west of Rancho Hills, community of Lake Shastina, north of Weed	127	2018	5	1/4/19	5/9/18
Jacques Fire	San Diego	De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base	18	2018	5	1/4/19	5/9/18
Alpha Fire	San Diego	Basilone Rd and San Juan Rd, Camp Pendleton Marine Corps Base	300	2018	5	1/4/19	5/4/18
Tornado Fire	Riverside	Via Santa Rosa near Via Tornado, southwest of Temecula	70	2018	5	1/4/19	5/4/18
Woodchuck Fire	Riverside	Hwy 79 &amp; Woodchuck Road, Temecula	15	2018	5	1/4/19	5/4/18
Nees Fire	Merced	Interstate 5 and W Nees Ave. south of Los Banos 	1756	2018	5	1/4/19	5/2/18
Main Fire	Riverside	Main Street and Interstate 15, City of Lake Elsinore	73	2018	4	1/4/19	4/28/18
French Fire	Plumas	Frenchman Lake Rd., south of Frenchman Lake, 7 miles north of Chilcoot	20	2018	4	1/4/19	4/26/18
Grape Fire	Humboldt	Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch	0	2018	4	1/3/19	4/24/18
Lago Fire	Riverside	Via Del Lago and Alta Calle, Lake Perris, Moreno Valley	18	2018	4	1/3/19	4/22/18
Moffat Fire	Inyo	Highway 395 and Moffat Ranch Road, north of Lone Pine	1065	2018	4	1/3/19	4/19/18
Tyler Fire	Riverside	Tyler Street and Vista Del Sur, Coachella, City of Coachella	15	2018	4	1/3/19	4/15/18
Aqueduct Fire	Fresno	25th Ave &amp; Ultica Ave, south of Kettleman City	30	2018	4	1/3/19	4/12/18
Meadow Fire	Riverside	Tin Mine Rd, north of the Cajalco Expressway	21	2018	4	1/3/19	4/9/18
Santa Cruz Fire	Santa Barbara	Channel Islands National Park, Santa Cruz Island	258	2018	3	1/3/19	3/27/18
Rock Fire	Shasta	Rock Creek Rd, SE of Shingletown	11	2018	3	1/3/19	3/27/18
Pleasant Fire	Inyo	Pleasant Valley Dam Road and Hwy 395, north of Bishop	2070	2018	2	1/3/19	2/18/18
Haycamp Fire	Monterey	Nacimento Fergusson Road and Hayfork Road, west of the community of Lockwood	50	2018	2	1/3/19	2/7/18
Holiday Fire	El Dorado	off Hwy 395, south of Gardnerville in Nevada	80	2017	12	1/9/18	12/28/17
Riverbottom Fire	Riverside	Mission Inn Ave. and Redwood Dr., Riverside	45	2017	12	1/9/18	12/21/17
Drum Fire	Santa Barbara	off Drum Canyon Rd, south of Los Alamos	14	2017	12	1/9/18	12/16/17
Coast Fire	Santa Barbara	off the 3500 Block of Highway 1, south east of Lompoc	14	2017	12	1/9/18	12/14/17
Longhorn Fire	Riverside	off Shirleon Road and Old Banning and Idyllwild Road, Banning area	19	2017	12	1/9/18	12/13/17
Lilac Fire	San Diego	Old Hwy 395 at Dulin Road, Bonsall	4088	2017	12	1/9/18	12/7/17
Liberty Fire	Riverside	Los Alamos Rd &amp; Liberty Rd, city of Murrieta	300	2017	12	1/9/18	12/7/17
Skirball Fire	Los Angeles	N Sepulveda Blvd at I-405	422	2017	12	1/23/18	12/6/17
Meyers Fire	San Bernardino	near the Hwy 15 and Hwy 215 junction, near Glen Helen Regional Park 	34	2017	12	1/9/18	12/5/17
Little Mountain Fire	San Bernardino	University Pkwy. and Varsity Ave., San Bernardino City	260	2017	12	1/9/18	12/5/17
Rye Fire	Los Angeles	along Rye Canyon Loop, west Valencia	6049	2017	12	1/18/18	12/5/17
Creek Fire	Los Angeles	Kagel Canyon Rd, north of Lake View terrace 	15619	2017	12	8/6/18	12/5/17
Thomas Fire	Santa Barbara, Ventura	Hwy 150 and Hwy 126, north of Santa Paula 	281893	2017	12	1/12/18	12/4/17
Riverdale Fire	Riverside	Riverdale Place and Lakeview Ave, Santa Ana Riverbed 	40	2017	12	1/9/18	12/4/17
Oak Fire	San Bernardino	Off Oak Glen Rd and Pine Bench Rd, east of Oak Glen	99	2017	11	1/9/18	11/29/17
Bitterwater Fire	San Benito	Airline Hwy and Bitterwater Road	47	2017	11	1/9/18	11/25/17
Palm Fire	Riverside	Off Palm Dr &amp; 20th Ave, Desert Hot Springs	40	2017	11	1/9/18	11/14/17
Chris Fire	Mono	Hwy 395, north of Hwy 108, Walker Watershed, south of Walker	370	2017	11	1/9/18	11/13/17
Roser Fire	Tehama	Roser Rd &amp; Sour Grass Rd, 6 miles NW of Orland	43	2017	11	1/9/18	11/2/17
Bridge Fire	Shasta	I-5 and Turntable Bay, 7 miles NE of Shasta Lake 	37	2017	10	1/9/18	10/31/17
Tank Fire	Kern	Hwy 58 and Keene Ranch Rd, community of Keene	50	2017	10	1/9/18	10/26/17
Wildomar Fire	Riverside	S Main Divide Rd and Wildomar OHV Park, west of Wildomar City	866	2017	10	1/9/18	10/26/17
Tehama Fire	Tehama	North Rim of the Mill Creek drainage, east of Los Molinos	194	2017	10	1/9/18	10/26/17
Freeway Fire	San Bernardino	Interstate 15 and Interstate 210, Rancho Cucamonga	40	2017	10	1/9/18	10/24/17
Vista Fire	Ventura	off Hwy 33 &amp; Casitas Vista Rd	86	2017	10	1/9/18	10/24/17
Extension Fire	Riverside	Lambs Canyon Road &amp; Gilman Springs Road, Gilman Springs	50	2017	10	1/9/18	10/23/17
Church Fire	San Diego	off Highway 94 and Church Rd, Campo Indian Reservation 	100	2017	10	1/9/18	10/21/17
Soda Fire	San Luis Obispo	Off Soda Lake Rd, Carrizo Plains area 	21	2017	10	1/9/18	10/20/17
Milton Fire	Stanislaus	off Milton Road and Sonora Road north of Woodward Reservoir Park	13	2017	10	1/9/18	10/18/17
Wilson Fire	Los Angeles	off Mount Wilson Circle near the Mount Wilson Observatory 	50	2017	10	1/9/18	10/17/17
Fallon Fire	Alameda	off Fallon Road 3 miles East of Dublin 	116	2017	10	1/9/18	10/17/17
Buffalo Fire	San Diego	Range 600, Case Springs Road, Camp Pendleton	1088	2017	10	1/9/18	10/17/17
Bear Fire	Santa Cruz	Bear Canyon Road and Deer Creek Road in Boulder Creek, CA	391	2017	10	1/9/18	10/16/17
Wilson Fire	San Diego	at Wilson Road, east of San Felipe	25	2017	10	1/9/18	10/15/17
Rolling Fire	Kern	Bena Road, east of Bakersfield	184	2017	10	4/3/18	10/15/17
York Fire	Monterey	off York Road and S Boundary Road, east of Monterey 	31	2017	10	1/9/18	10/15/17
River Fire	Trinity	off of County Line Creek Rd, near the community of Mad River	148	2017	10	1/9/18	10/14/17
